ELECTIONABBR	PRECINCTID	PRECINCTPORTION	VOTINGPRECINCT	MAILBALLOT	ABSENTEEPRECINCT	BALLOTTYPE
2025Nov   	23032  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23033  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23034  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23035  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23036  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23037  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23038  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23039  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23040  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23041  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23042  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23043  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23044  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23045  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23046  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23047  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23048  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23049  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23050  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23051  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23052  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23053  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23054  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23055  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23056  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23057  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23058  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23059  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23060  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23061  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23062  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23063  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23064  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23065  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23066  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23067  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	23068  		1203    1203 - Corcoran 1	0	8001203	1
2025Nov   	24001  		1202    1202 - Avenal 1	0	8001202	1
2025Nov   	24002  		1202    1202 - Avenal 1	0	8001202	1
2025Nov   	24003  		1205    1205 - Avenal 2	0	8001205	2
2025Nov   	24004  		1202    1202 - Avenal 1	0	8001202	1
2025Nov   	24005  		1202    1202 - Avenal 1	0	8001202	1
2025Nov   	24006  		1202    1202 - Avenal 1	0	8001202	1
2025Nov   	24008  		1202    1202 - Avenal 1	0	8001202	1
2025Nov   	24009  		1205    1205 - Avenal 2	0	8001205	2
2025Nov   	24010  		1202    1202 - Avenal 1	0	8001202	1
2025Nov   	24011  		1205    1205 - Avenal 2	0	8001205	2
2025Nov   	24012  		1202    1202 - Avenal 1	0	8001202	1
2025Nov   	24013  		1202    1202 - Avenal 1	0	8001202	1
2025Nov   	24014  		1202    1202 - Avenal 1	0	8001202	1
2025Nov   	24015  		1202    1202 - Avenal 1	0	8001202	1
2025Nov   	29002  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29003  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29004  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29005  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29006  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29007  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29008  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29009  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29010  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29011  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29012  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29013  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29014  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29015  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29016  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29017  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29018  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29019  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29020  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29021  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29022  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29023  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29024  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29025  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29026  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29027  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29028  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29029  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29030  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29031  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29032  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29033  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29034  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29035  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29036  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29037  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29038  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29039  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29040  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29041  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29042  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29043  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29044  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29045  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29046  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29047  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29048  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29049  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29050  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29051  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29052  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29053  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29054  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29055  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29056  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29057  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29058  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29059  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29060  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29061  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29062  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29063  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29064  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29065  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29066  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29067  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29068  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29069  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29070  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29071  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29072  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29073  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29074  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29075  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29076  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29077  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29078  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29080  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29081  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29083  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29084  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29085  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29086  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29087  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29088  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29089  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29090  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29091  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29092  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29093  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29094  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29095  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29096  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29097  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29098  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29099  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29100  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29101  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29102  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29103  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29104  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29105  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29106  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29107  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29108  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29109  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29110  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29111  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29112  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29113  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29114  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29115  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29116  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29117  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29118  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29119  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29120  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29121  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29122  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29123  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29124  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29125  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29126  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29127  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29128  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29129  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29130  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29131  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29132  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29133  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29134  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29135  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29136  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29137  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29138  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29139  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	29140  		1201    1201 - Corcoran 1	0	8001201	1
2025Nov   	31001  		1303    1303 - Hanford 1	0	8001303	1
2025Nov   	31002  		1303    1303 - Hanford 1	0	8001303	1
2025Nov   	31003  		1303    1303 - Hanford 1	0	8001303	1
2025Nov   	31004  		1303    1303 - Hanford 1	0	8001303	1
2025Nov   	31005  		1303    1303 - Hanford 1	0	8001303	1
2025Nov   	31006  		1303    1303 - Hanford 1	0	8001303	1
2025Nov   	31007  		1305    1305 - Hanford 1	0	8001305	1
2025Nov   	31008  		1305    1305 - Hanford 1	0	8001305	1
2025Nov   	31009  		1305    1305 - Hanford 1	0	8001305	1
2025Nov   	31010  		1305    1305 - Hanford 1	0	8001305	1
2025Nov   	31011  		1303    1303 - Hanford 1	0	8001303	1
2025Nov   	31012  		1305    1305 - Hanford 1	0	8001305	1
2025Nov   	31013  		1305    1305 - Hanford 1	0	8001305	1
2025Nov   	31014  		1306    1306 - Hanford 1	0	8001306	1
2025Nov   	31015  		1306    1306 - Hanford 1	0	8001306	1
2025Nov   	31016  		1303    1303 - Hanford 1	0	8001303	1
2025Nov   	31017  		1303    1303 - Hanford 1	0	8001303	1
2025Nov   	31018  		1303    1303 - Hanford 1	0	8001303	1
2025Nov   	31019  		1304    1304 - Hanford 1	0	8001304	1
2025Nov   	31020  		1304    1304 - Hanford 1	0	8001304	1
2025Nov   	31021  		1306    1306 - Hanford 1	0	8001306	1
2025Nov   	31022  		1306    1306 - Hanford 1	0	8001306	1
2025Nov   	31023  		1303    1303 - Hanford 1	0	8001303	1
2025Nov   	31024  		1303    1303 - Hanford 1	0	8001303	1
2025Nov   	31025  		1303    1303 - Hanford 1	0	8001303	1
2025Nov   	31026  		1306    1306 - Hanford 1	0	8001306	1
2025Nov   	32001  		1309    1309 - Lemoore 1	0	8001309	1
2025Nov   	32002  		1309    1309 - Lemoore 1	0	8001309	1
2025Nov   	32003  		1309    1309 - Lemoore 1	0	8001309	1
2025Nov   	32004  		1309    1309 - Lemoore 1	0	8001309	1
2025Nov   	32005  		1309    1309 - Lemoore 1	0	8001309	1
2025Nov   	32007  		1309    1309 - Lemoore 1	0	8001309	1
2025Nov   	32008  		1309    1309 - Lemoore 1	0	8001309	1
2025Nov   	32009  		1309    1309 - Lemoore 1	0	8001309	1
2025Nov   	32010  		1309    1309 - Lemoore 1	0	8001309	1
2025Nov   	32011  		1308    1308 - Lemoore 1	0	8001308	1
2025Nov   	32012  		1308    1308 - Lemoore 1	0	8001308	1
2025Nov   	32013  		1307    1307 - Lemoore 1	0	8001307	1
2025Nov   	32014  		1308    1308 - Lemoore 1	0	8001308	1
2025Nov   	32015  		1308    1308 - Lemoore 1	0	8001308	1
2025Nov   	32016  		1309    1309 - Lemoore 1	0	8001309	1
2025Nov   	32017  		1307    1307 - Lemoore 1	0	8001307	1
2025Nov   	32018  		1308    1308 - Lemoore 1	0	8001308	1
2025Nov   	39001  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39002  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39003  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39004  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39005  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39006  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39007  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39008  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39009  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39010  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39011  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39012  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39013  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39014  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39015  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39016  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39017  		1302    1302 - Hanford 1	0	8001302	1
2025Nov   	39018  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39019  		1302    1302 - Hanford 1	0	8001302	1
2025Nov   	39020  		1302    1302 - Hanford 1	0	8001302	1
2025Nov   	39021  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39022  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39023  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39024  		1302    1302 - Hanford 1	0	8001302	1
2025Nov   	39025  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39026  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39029  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39030  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39031  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39032  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39033  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39034  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39035  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39036  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39037  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39038  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39039  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39040  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39041  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39042  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39043  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39044  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39045  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39046  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39047  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39048  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39049  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39050  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39051  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39052  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39053  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39054  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39055  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39056  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39057  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39058  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39059  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39060  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39061  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39062  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39063  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39064  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39065  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39066  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39067  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39068  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39070  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39072  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39073  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39074  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39075  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39076  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39077  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39078  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39079  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39080  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39081  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39082  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39083  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39084  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39085  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39086  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	39087  		1301    1301 - Lemoore 1	0	8001301	1
2025Nov   	41001  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41002  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41003  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41004  		1403    1403 - Hanford 1	0	8001403	1
2025Nov   	41005  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41006  		1403    1403 - Hanford 1	0	8001403	1
2025Nov   	41007  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41008  		1403    1403 - Hanford 1	0	8001403	1
2025Nov   	41009  		1403    1403 - Hanford 1	0	8001403	1
2025Nov   	41010  		1403    1403 - Hanford 1	0	8001403	1
2025Nov   	41011  		1403    1403 - Hanford 1	0	8001403	1
2025Nov   	41012  		1403    1403 - Hanford 1	0	8001403	1
2025Nov   	41013  		1403    1403 - Hanford 1	0	8001403	1
2025Nov   	41014  		1403    1403 - Hanford 1	0	8001403	1
2025Nov   	41015  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41016  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41017  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41018  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41019  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41020  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41021  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41022  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41023  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41024  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41025  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41026  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41027  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41028  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41029  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41030  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41031  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41032  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41033  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41034  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41035  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41036  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41037  		1404    1404 - Hanford 1	0	8001404	1
2025Nov   	41038  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41039  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41040  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41041  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41042  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41043  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41044  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41045  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41046  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41047  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41048  		1405    1405 - Hanford 1	0	8001405	1
2025Nov   	41049  		1405    1405 - Hanford 1	0	8001405	1
