Official Results
San Mateo
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"52014","Proposition 50 (Majority Approval Required)","NO","468","57.20%"
"52019","Proposition 50 (Majority Approval Required)","YES","823","55.01%"
"52019","Proposition 50 (Majority Approval Required)","NO","360","55.01%"
"52021","Proposition 50 (Majority Approval Required)","YES","997","54.23%"
"52021","Proposition 50 (Majority Approval Required)","NO","375","54.23%"
"52024","Proposition 50 (Majority Approval Required)","YES","491","59.91%"
"52024","Proposition 50 (Majority Approval Required)","NO","159","59.91%"
"52025","Proposition 50 (Majority Approval Required)","YES","717","53.42%"
"52025","Proposition 50 (Majority Approval Required)","NO","280","53.42%"
"52028","Proposition 50 (Majority Approval Required)","YES","794","50.38%"
"52028","Proposition 50 (Majority Approval Required)","NO","268","50.38%"
"52034","Proposition 50 (Majority Approval Required)","YES","61","59.42%"
"52034","Proposition 50 (Majority Approval Required)","NO","21","59.42%"
"52045","Proposition 50 (Majority Approval Required)","YES","18","81.48%"
"52045","Proposition 50 (Majority Approval Required)","NO","4","81.48%"
"52048","Proposition 50 (Majority Approval Required)","YES","2","40.00%"
"52048","Proposition 50 (Majority Approval Required)","NO","0","40.00%"
"53001","Proposition 50 (Majority Approval Required)","YES","324","50.90%"
"53001","Proposition 50 (Majority Approval Required)","NO","101","50.90%"
"56001","Proposition 50 (Majority Approval Required)","YES","716","36.50%"
"56001","Proposition 50 (Majority Approval Required)","NO","261","36.50%"
"56003","Proposition 50 (Majority Approval Required)","YES","1250","49.49%"
"56003","Proposition 50 (Majority Approval Required)","NO","351","49.49%"
"56005","Proposition 50 (Majority Approval Required)","YES","1050","40.08%"
"56005","Proposition 50 (Majority Approval Required)","NO","289","40.08%"
"56008","Proposition 50 (Majority Approval Required)","YES","997","37.54%"
"56008","Proposition 50 (Majority Approval Required)","NO","339","37.54%"
"56009","Proposition 50 (Majority Approval Required)","YES","989","38.27%"
"56009","Proposition 50 (Majority Approval Required)","NO","266","38.27%"
"56012","Proposition 50 (Majority Approval Required)","YES","1084","39.90%"
"56012","Proposition 50 (Majority Approval Required)","NO","300","39.90%"
"56016","Proposition 50 (Majority Approval Required)","YES","1088","40.41%"
"56016","Proposition 50 (Majority Approval Required)","NO","298","40.41%"
"56020","Proposition 50 (Majority Approval Required)","YES","1046","40.40%"
"56020","Proposition 50 (Majority Approval Required)","NO","370","40.40%"
"56022","Proposition 50 (Majority Approval Required)","YES","1297","50.67%"
"56022","Proposition 50 (Majority Approval Required)","NO","438","50.67%"
"56028","Proposition 50 (Majority Approval Required)","YES","1066","40.62%"
"56028","Proposition 50 (Majority Approval Required)","NO","366","40.62%"
"56029","Proposition 50 (Majority Approval Required)","YES","1130","43.86%"
"56029","Proposition 50 (Majority Approval Required)","NO","362","43.86%"
"56033","Proposition 50 (Majority Approval Required)","YES","1140","43.22%"
"56033","Proposition 50 (Majority Approval Required)","NO","368","43.22%"
"56039","Proposition 50 (Majority Approval Required)","YES","1130","45.40%"
"56039","Proposition 50 (Majority Approval Required)","NO","328","45.40%"
"56044","Proposition 50 (Majority Approval Required)","YES","1140","44.07%"
"56044","Proposition 50 (Majority Approval Required)","NO","395","44.07%"
"56046","Proposition 50 (Majority Approval Required)","YES","1218","45.63%"
"56046","Proposition 50 (Majority Approval Required)","NO","409","45.63%"
"56048","Proposition 50 (Majority Approval Required)","YES","1213","46.42%"
"56048","Proposition 50 (Majority Approval Required)","NO","407","46.42%"
"57001","Proposition 50 (Majority Approval Required)","YES","0","0.00%"
"57001","Proposition 50 (Majority Approval Required)","NO","0","0.00%"
"57101","Proposition 50 (Majority Approval Required)","YES","1048","53.96%"
"57101","Proposition 50 (Majority Approval Required)","NO","354","53.96%"
"57104","Proposition 50 (Majority Approval Required)","YES","243","39.47%"
"57104","Proposition 50 (Majority Approval Required)","NO","65","39.47%"
"57105","Proposition 50 (Majority Approval Required)","YES","23","32.14%"
"57105","Proposition 50 (Majority Approval Required)","NO","4","32.14%"
"57201","Proposition 50 (Majority Approval Required)","YES","1","100.00%"
"57201","Proposition 50 (Majority Approval Required)","NO","0","100.00%"
"57901","Proposition 50 (Majority Approval Required)","YES","0","0.00%"
"57901","Proposition 50 (Majority Approval Required)","NO","0","0.00%"
"57903","Proposition 50 (Majority Approval Required)","YES","0","0.00%"
"57903","Proposition 50 (Majority Approval Required)","NO","0","0.00%"
"58022","Proposition 50 (Majority Approval Required)","YES","417","55.30%"
"58022","Proposition 50 (Majority Approval Required)","NO","136","55.30%"
"58025","Proposition 50 (Majority Approval Required)","YES","1110","45.42%"
"58025","Proposition 50 (Majority Approval Required)","NO","383","45.42%"
"58027","Proposition 50 (Majority Approval Required)","YES","1134","48.96%"
"58027","Proposition 50 (Majority Approval Required)","NO","377","48.96%"
"58029","Proposition 50 (Majority Approval Required)","YES","642","46.64%"
"58029","Proposition 50 (Majority Approval Required)","NO","260","46.64%"
